tdat,season,visitID,surveyID,date,dts,dtf,bidID,trmt,area,observer,approach,wind,heat,precip,clouds,dry,moist,flooded,green,dead,straw,bare,residue,stub50,stub200,veg50,veg200,water50,water200,program,ID,IDNUM,comments,cover,clods,levee,American.Avocet,Baird.s.Sandpiper,Bar.tailed.Godwit,Black.bellied.Plover,Black.necked.Stilt,Dunlin,Greater.Yellowlegs,Killdeer,Least.Sandpiper,Lesser.Yellowlegs,Long.billed.Curlew,Long.billed.Dowitcher,Marbled.Godwit,Pectoral.Sandpiper,Red.necked.Phalarope,Semipalmated.Plover,Solitary.sandpiper,Unidentified.Dowitcher,Unidentified.Peep,Unidentified.Phalarope,Unidentified.Plover,Unidentified.shorebird,Unidentified.Yellowlegs,Western.Sandpiper,Whimbrel,Wilson.s.Phalarope,Wilson.s.Snipe,American.Bittern,Caspian.Tern,Cattle.Egret,Forster.s.Tern,Great.Blue.Heron,Great.Egret,Green.Heron,Sandhill.Crane,Snowy.Egret,White.faced.Ibis,American.Wigeon,Blue.winged.Teal,Bufflehead,Cackling.Goose,Canada.Goose,Canvasback,Cinnamon.Teal,Common.Gallinule,Eared.Grebe,Eurasian.Wigeon,Gadwall,Goldeneye,Greater.White.fronted.Goose,Green.winged.Teal,Horned.Grebe,Lesser.Scaup,Mallard,Mute.Swan,Northern.Pintail,Northern.Shoveler,Pied.billed.Grebe,Redhead,Ross.s.Goose,Ruddy.Duck,Snow.Goose,Sora,Trumpeter.Swan,Tundra.Swan,Unidentified.dabbling.duck,Unidentified.dark.Goose,Unidentified.diving.duck,Unidentified.duck,Unidentified.Grebe,Unidentified.Swan,Unidentified.white.Goose,Wood.Duck,Virginia.Rail,American.Coot,Cooper.s.Hawk,Sharp.shinned.Hawk,Red.shouldered.Hawk,Red.tailed.Hawk,Swainson.s.Hawk,Unidentified.Buteo,Double.crested.Cormorant,American.Crow,Common.Raven,Bald.Eagle,Golden.Eagle,American.Kestrel,Merlin,Peregrine.Falcon,Prairie.Falcon,California.Gull,Franklin.s.Gull,Herring.Gull,Ring.billed.Gull,Unidentified.Gull,Unidentified.small.Gull,Northern.Harrier,Belted.Kingfisher,White.tailed.Kite,American.White.Pelican,Turkey.Vulture,stubx,vegx,waterx,totbirds,shorebirds,wadingbirds,waterfowl,density,dens.shore,dens.wader,dens.wfowl,logdens.shore,logdens.wader,logdens.wfowl,richness,rich.shore,rich.wader,rich.wfowl,diversity,div.shore,div.wader,div.wfowl,waterxcm,stubxcm,vegxcm,date1,date2,date3,tdat2
t4,t4.spring2015,D2429,M008,2/27/2015,2/27/2015 11:12,2/27/2015 11:16,310,Treatment,9.1,Emily Wells,Truck,leaves in motion,none,none,15,20,80,0,0,20,10,70,yes,1,1,0,0,0,0,SR15-2wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2432,M016,2/27/2015,2/27/2015 11:22,2/27/2015 11:27,310,Treatment,14.4,Emily Wells,Truck,leaves in motion,none,none,15,10,70,20,0,5,20,70,yes,1,1,0,0,0,0,SR15-2wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,0,0,0.486111111,0.486111111,0,0,0.396162715,0,0,2,2,0,0,0.410116318,0.410116318,0,0,0,2.54,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2435,M012,2/27/2015,2/27/2015 11:31,2/27/2015 11:36,310,Treatment,16.7,Emily Wells,Truck,leaves lifted up,none,none,15,20,80,0,0,5,10,80,no,1,1,0,0,0,0,SR15-2wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,14,1,0,0.898203593,0.838323353,0.05988024,0,0.608853935,0.05815592,0,2,1,1,0,0.244930027,0,0,0,0,2.54,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2438,M003,2/27/2015,2/27/2015 11:40,2/27/2015 11:46,310,Treatment,11.5,Steph Walden,Truck,air felt on face,light,none,6,40,60,0,0,30,5,70,no,1,1,0,0,0,0,SR15-2wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.086956522,0.086956522,0,0,0.083381609,0,0,1,1,0,0,0,0,0,0,0,2.54,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2441,M031,2/27/2015,2/27/2015 10:17,2/27/2015 10:25,421,Treatment,15.4,Josh Stagner,Truck,leaves lifted up,none,none,5,0,30,70,0,0,0,30,no,0,0,0,0,1,1,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,13,0,0,0.909090909,0.844155844,0,0,0.612021636,0,0,3,2,0,0,0.655975732,0.429323022,0,0,2.54,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2444,M024,2/27/2015,2/27/2015 10:32,2/27/2015 10:35,421,Treatment,8.9,Josh Stagner,Truck,leaves in motion,light,none,5,20,80,0,0,0,0,100,no,0,0,0,0,0,0,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2447,M020,2/27/2015,2/27/2015 10:36,2/27/2015 10:42,421,Treatment,9.1,Josh Stagner,Truck,leaves lifted up,none,none,5,0,10,90,0,0,0,10,no,0,0,0,0,3,3,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0.21978022,0.10989011,0.10989011,0,0.10426101,0.10426101,0,2,1,1,0,0.693147181,0,0,0,7.62,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D245,M029,2/3/2015,2/3/2015 15:15,2/3/2015 15:17,407,Treatment,6.4,Simon Avery,Truck,smoke drifts,light,none,50,100,0,0,10,0,0,90,no,0,0,1,1,0,0,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2/3/2015,2/1/2015,2/1/2015,Spring 2015
t4,t4.spring2015,D2450,M032,2/27/2015,2/27/2015 10:45,2/27/2015 10:48,421,Treatment,7.3,Josh Stagner,Truck,leaves lifted up,none,none,5,0,100,0,0,0,0,100,no,0,0,0,0,0,0,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2453,M040,2/27/2015,2/27/2015 10:48,2/27/2015 10:52,421,Treatment,11.4,Josh Stagner,Truck,leaves lifted up,none,none,5,0,10,90,0,0,0,10,no,0,0,0,0,2,1,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,4,0,0,0.350877193,0.350877193,0,0,0.300754154,0,0,1,1,0,0,0,0,0,0,3.81,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2456,M046,2/27/2015,2/27/2015 10:56,2/27/2015 10:57,421,Treatment,8.5,Josh Stagner,Truck,leaves lifted up,none,none,5,0,0,100,0,0,0,0,no,0,0,0,0,7,7,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0.117647059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.78,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2459,M027,2/27/2015,2/27/2015 11:04,2/27/2015 11:08,421,Treatment,9.2,Josh Stagner,Truck,leaves lifted up,none,none,5,0,10,90,0,0,0,10,no,0,0,0,0,2,2,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,21,0,1,18,2.282608696,0,0.108695652,1.956521739,0,0.103184236,1.084013489,4,0,1,2,0.800045853,0,0,0.348832096,5.08,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2462,M028,2/27/2015,2/27/2015 11:13,2/27/2015 11:16,421,Treatment,6,Josh Stagner,Truck,leaves lifted up,none,none,5,0,0,100,0,0,0,0,no,0,0,0,0,6,8,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2465,M044,2/27/2015,2/27/2015 11:18,2/27/2015 11:20,421,Treatment,8.8,Josh Stagner,Truck,leaves lifted up,none,none,5,0,0,100,0,0,0,0,no,0,0,0,0,2,4,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,2,1,0,3.636363636,0.227272727,0.113636364,0,0.204794413,0.107630664,0,3,1,1,0,0.370802358,0,0,0,7.62,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2468,M042,2/27/2015,2/27/2015 11:28,2/27/2015 11:31,421,Treatment,16.3,Josh Stagner,Truck,leaves lifted up,none,none,5,60,40,0,30,5,0,70,no,0,0,1,1,0,0,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.061349693,0.061349693,0,0,0.059541394,0,0,1,1,0,0,0,0,0,0,0,0,2.54,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2471,M038,2/27/2015,2/27/2015 11:53,2/27/2015 11:58,421,Treatment,7.8,Josh Stagner,Truck,leaves lifted up,light,none,5,0,70,30,0,0,0,70,no,0,0,0,0,0,0,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,0,0,5.384615385,1.282051282,0,0,0.825074724,0,0,3,2,0,0,0.709115258,0.673011667,0,0,0,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2474,M036,2/27/2015,2/27/2015 12:01,2/27/2015 12:07,421,Treatment,8.4,Josh Stagner,Truck,leaves lifted up,none,none,10,0,30,70,0,0,0,30,no,0,0,0,0,2,2,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,12,0,0,1.904761905,1.428571429,0,0,0.887303195,0,0,3,2,0,0,0.900256051,0.450561209,0,0,5.08,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2477,C007,2/27/2015,2/27/2015 12:22,2/27/2015 12:24,NA,Control,11.3,Josh Stagner,Truck,leaves lifted up,none,none,10,0,0,100,0,0,0,0,no,0,0,0,0,4,5,SR15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,80,0,0,0,7.079646018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.43,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D248,M022,2/3/2015,2/3/2015 15:36,2/3/2015 15:38,407,Treatment,6.3,Simon Avery,Truck,smoke drifts,light,none,50,100,0,0,30,0,10,60,no,0,0,1,1,0,0,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.158730159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.54,2/3/2015,2/1/2015,2/1/2015,Spring 2015
t4,t4.spring2015,D2480,C015,2/27/2015,2/27/2015 12:27,2/27/2015 12:31,NA,Control,15.2,Josh Stagner,Truck,leaves lifted up,none,none,10,0,0,100,0,0,0,0,no,0,0,0,0,5,5,SR15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,8,0,0,6,0,0,50,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1176,0,0,1114,77.36842105,0,0,73.28947368,0,0,4.307969269,8,0,0,5,0.631094926,0,0,0.439102305,12.7,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2483,C023,2/27/2015,2/27/2015 12:33,2/27/2015 12:35,NA,Control,12.3,Josh Stagner,Truck,leaves lifted up,none,none,10,0,0,100,0,0,0,0,no,0,0,0,0,5,5,SR15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,85,0,0,25,6.910569106,0,0,2.032520325,0,0,1.109394064,2,0,0,1,0.605797499,0,0,0,12.7,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2486,C011,2/27/2015,2/27/2015 12:39,2/27/2015 12:41,NA,Control,14.7,Josh Stagner,Truck,leaves lifted up,none,none,10,0,0,100,0,0,0,0,no,0,0,0,0,3,4,SR15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,18,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,479,0,0,229,32.58503401,0,0,15.57823129,0,0,2.808090467,5,0,0,4,0.921009062,0,0,0.478630231,8.89,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2489,C031,2/27/2015,2/27/2015 12:45,2/27/2015 12:47,NA,Control,12.2,Josh Stagner,Truck,leaves lifted up,none,none,10,0,0,100,0,0,0,0,no,0,0,0,0,3,3,SR15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0.573770492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.62,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2492,C039,2/27/2015,2/27/2015 12:49,2/27/2015 12:53,NA,Control,15.3,Josh Stagner,Truck,leaves lifted up,none,none,10,0,70,30,0,5,0,0,no,12,12,0,0,0,0,SR15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,7,0,0,0.45751634,0.45751634,0,0,0.37673385,0,0,1,1,0,0,0,0,0,0,0,30.48,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2495,C035,2/27/2015,2/27/2015 12:55,2/27/2015 12:57,NA,Control,11.1,Josh Stagner,Truck,leaves lifted up,none,none,10,100,0,0,50,20,0,30,no,12,12,3,3,0,0,SR15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,7.62,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2498,C019,2/27/2015,2/27/2015 12:59,2/27/2015 13:02,NA,Control,10.7,Josh Stagner,Truck,leaves lifted up,light,none,10,100,0,0,60,20,0,20,no,12,12,3,3,0,0,SR15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,7.62,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2501,M033,2/27/2015,2/27/2015 9:30,2/27/2015 9:37,320,Treatment,13.4,Kelsey Navarre,Truck,leaves in motion,none,none,20,0,0,100,0,0,0,5,yes,0,0,0,0,5,4,SR15-4wk,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.5,119,29,1,19,8.880597015,2.164179104,0.074626866,1.417910448,1.151893655,0.0719735,0.882903716,9,3,1,3,1.315203572,0.398440508,0,0.955131195,11.43,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2504,M021,2/27/2015,2/27/2015 9:59,2/27/2015 10:01,321,Treatment,9.5,Kelsey Navarre,Truck,leaves in motion,none,none,20,0,0,100,0,0,0,0,yes,0,0,0,0,5,5,SR15-4wk,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,99,0,0,34,10.42105263,0,0,3.578947368,0,0,1.521469139,4,0,0,3,0.889920521,0,0,0.718138141,12.7,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
t4,t4.spring2015,D2507,M021,2/27/2015,2/27/2015 10:10,2/27/2015 10:15,321,Treatment,9.5,Kelsey Navarre,Truck,leaves in motion,none,none,25,0,0,100,0,0,0,0,yes,0,0,0,0,4,9,SR15-4wk,NA,NA,NA,NA,NA,NA,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,32,6,0,14,3.368421053,0.631578947,0,1.473684211,0.489548225,0,0.905708623,6,2,0,3,1.580818536,0.636514168,0,0.955699891,16.51,0,0,2/27/2015,2/25/2015,2/16/2015,Spring 2015
